GTCBSA,NAME,ALAND,SQRT_ALAND,POP,LOG_POP,POP_DEN,L_POPDEN,POP15,L_POP15DEN,LOG_POP15,POP15_DEN,TUFINLWGT,AVG_FAMILY_TIME,AVG_FAMILY_IX,AVG_HHFAMILY_TIME,AVG_HHFAMILY_IX,AVG_NHFAMILY_TIME,AVG_NHFAMILY_IX,AVG_FRIEND_TIME,AVG_FRIEND_IX,AVG_CCC_TIME,AVG_CCC_IX,AVG_NHSOCIAL_TIME,AVG_NHFAMILY_SOCIAL_TIME_RATIO,AVG_TRIP_TO_NHFAMILY_DUR,RESP_COUNT
10180,"Abilene, TX",2743.4985275412,52.37841661926409,170669,5.23,62.21,1.79386020134267,136682,1.697403723200488,5.14,49.82,439091103.423083,262.64,0.79,222.81,0.68,58.83,0.49,20.45,0.18,313.49,0.56,392.77,0.19,3.24,35
10420,"Akron, OH",900.1930133196,30.003216716205614,703845,5.85,781.88,2.893140104291489,585501,2.813193887069551,5.77,650.42,831544598.995712,391.52,0.79,312.0,0.69,132.62,0.35,59.74,0.19,128.45,0.28,320.81,0.26,7.46,88
10580,"Albany-Schenectady-Troy, NY",2811.7268307414,53.0257185782654,880736,5.94,313.24,2.495877215295426,738712,2.419509665822141,5.87,262.73,868063878.51267,393.8,0.84,347.59,0.72,86.47,0.3,19.95,0.1,97.45,0.25,203.88,0.24,8.99,91
10740,"Albuquerque, NM",9283.3441123995,96.35011215561454,912108,5.96,98.25,1.992332559047464,743364,1.903524064471262,5.87,80.08,1085850503.928548,311.92,0.78,260.72,0.67,70.16,0.34,18.69,0.08,161.69,0.35,250.54,0.24,6.78,164
10900,"Allentown-Bethlehem-Easton, PA-NJ",1452.9758613084,38.117920474606166,837610,5.92,576.48,2.760784244778493,693420,2.678736837033605,5.84,477.24,1009460105.373612,286.56,0.83,243.81,0.73,57.36,0.28,45.0,0.21,127.61,0.33,229.97,0.18,5.4,86
11100,"Amarillo, TX",5150.9523532896,71.7701355250887,263776,5.42,51.21,1.709354775834396,206825,1.6036855496147,5.32,40.15,248974576.494336,315.14,0.8,274.37,0.66,54.61,0.36,42.83,0.1,151.04,0.35,248.47,0.27,6.04,28
11460,"Ann Arbor, MI",705.9991847337,26.570645169692437,367000,5.56,519.83,2.715861339533011,310358,2.643057683751453,5.49,439.6,535213258.335943,315.55,0.83,256.0,0.72,93.14,0.46,80.36,0.22,140.33,0.31,313.84,0.36,5.59,63
11540,"Appleton, WI",955.8019391778,30.916046629182716,235628,5.37,246.52,2.391852159058638,189484,2.297213195989642,5.28,198.25,268626818.26849,305.72,0.85,260.26,0.78,73.8,0.36,47.51,0.14,179.38,0.4,300.69,0.24,7.36,29
11700,"Asheville, NC",2032.6101110171999,45.08447749522223,454351,5.66,223.53,2.349335818117248,384385,2.276714494630292,5.58,189.11,525386505.731086,313.35,0.78,231.69,0.66,87.43,0.35,18.17,0.08,222.14,0.42,327.73,0.27,3.95,52
12020,"Athens-Clarke County, GA",1024.9441109622,32.01474833513767,208457,5.32,203.38,2.308308242998225,172939,2.227192306514036,5.24,168.73,241172118.702667,239.06,0.75,182.18,0.6,61.36,0.28,28.6,0.33,339.6,0.62,429.57,0.14,4.68,26
12060,"Atlanta-Sandy Springs-Alpharetta, GA",8685.6209008569,93.19667859348262,5862424,6.77,674.96,2.829278036099149,4669089,2.730435024186397,6.67,537.57,7388307735.91399,300.66,0.78,250.63,0.69,78.32,0.31,33.88,0.15,171.88,0.37,284.08,0.21,5.25,729
12100,"Atlantic City-Hammonton, NJ",555.5107834848,23.569276261370437,266105,5.43,479.03,2.680362712634758,219253,2.596256123102291,5.34,394.69,346120506.057587,275.5,0.76,154.1,0.61,132.24,0.51,29.57,0.17,173.61,0.48,335.42,0.29,8.9,33
12220,"Auburn-Opelika, AL",607.5391924602,24.648310133966586,161152,5.21,265.25,2.423655392573378,132430,2.338416648246358,5.12,217.98,206328233.948555,288.61,0.87,228.74,0.61,94.8,0.66,36.3,0.12,102.45,0.22,233.56,0.46,13.0,32
12260,"Augusta-Richmond County, GA-SC",3480.700021227,58.99745775223709,599616,5.78,172.27,2.236209653717059,484223,2.143389568994656,5.69,139.12,630648432.352212,358.3,0.9,308.53,0.75,73.65,0.38,19.96,0.05,73.51,0.21,167.12,0.29,4.08,72
12420,"Austin-Round Rock-Georgetown, TX",4219.4804623686,64.95752814238392,2114441,6.33,501.11,2.699933069478628,1701421,2.605552835812909,6.23,403.23,2302928712.501564,327.63,0.77,272.44,0.68,88.86,0.34,56.65,0.18,149.2,0.31,294.71,0.24,7.07,229
12540,"Bakersfield, CA",8134.599680064,90.19201561149413,887641,5.95,109.12,2.037904357312404,671039,1.916401303603876,5.83,82.49,1072708884.768799,368.42,0.87,337.26,0.79,52.42,0.26,24.74,0.08,50.12,0.13,127.27,0.22,4.18,85
12580,"Baltimore-Columbia-Towson, MD",2601.4955838299998,51.00485843358454,2796733,6.45,1075.05,3.031428663525221,2286511,2.943949347042262,6.36,878.92,3607388223.632899,297.87,0.75,236.52,0.64,83.22,0.33,42.11,0.21,176.85,0.42,302.17,0.22,5.75,315
12620,"Bangor, ME",3397.1779642086,58.2853151677899,151774,5.18,44.68,1.650113164443571,129234,1.580240508265376,5.11,38.04,181480366.073131,510.59,0.81,451.81,0.78,106.78,0.34,8.04,0.05,71.85,0.16,186.67,0.28,2.89,21
12700,"Barnstable Town, MA",394.2190026918,19.85494907300948,213496,5.33,541.57,2.733654598817204,187331,2.676876431973137,5.27,475.2,116993114.70648,412.27,0.81,332.38,0.69,110.73,0.31,71.01,0.38,31.73,0.06,213.46,0.24,2.55,15
12940,"Baton Rouge, LA",4370.6713335714,66.11105303632215,854318,5.93,195.47,2.291080112963527,686381,2.19601028659195,5.84,157.04,984417524.875998,302.73,0.7,224.48,0.6,104.64,0.35,76.32,0.2,111.65,0.28,292.6,0.28,5.96,110
12980,"Battle Creek, MI",706.2580474092,26.575515938720738,134212,5.13,190.03,2.278822168352688,108772,2.187548920861271,5.04,154.01,305953111.672738,345.71,0.78,300.34,0.73,72.4,0.32,30.74,0.23,117.07,0.27,220.21,0.27,6.32,38
13140,"Beaumont-Port Arthur, TX",2101.1235687585,45.83801445043731,395174,5.6,188.08,2.274342616116883,314987,2.175830604162249,5.5,149.91,442045987.626099,364.31,0.81,313.19,0.65,89.74,0.4,17.73,0.15,144.78,0.26,252.25,0.3,6.68,50
13460,"Bend, OR",3017.6005179177,54.932690794441335,186251,5.27,61.72,1.790425917391111,154982,1.710625015060797,5.19,51.36,339725696.96369797,342.31,0.81,320.46,0.76,62.21,0.28,9.15,0.08,101.76,0.36,173.12,0.2,2.56,43
13740,"Billings, MT",6477.9588621891,80.48576807230643,179071,5.25,27.64,1.441538038702161,144421,1.348110068480238,5.16,22.29,193047677.680408,277.12,0.83,216.12,0.8,97.11,0.36,60.77,0.2,162.25,0.46,320.13,0.24,5.33,22
13780,"Binghamton, NY",1224.3983250213,34.99140358747131,241874,5.38,197.55,2.295677034017465,202756,2.219060332448861,5.31,165.6,557243851.366028,408.8,0.84,361.21,0.71,95.24,0.43,49.55,0.15,102.31,0.22,247.09,0.36,5.11,63
13820,"Birmingham-Hoover, AL",4488.7127587731,66.99785637446246,1085330,6.04,241.79,2.383438335256656,877715,2.291235610848788,5.94,195.54,1448566913.764465,304.34,0.83,224.97,0.69,102.35,0.41,49.79,0.23,147.1,0.38,299.25,0.26,7.72,183
13980,"Blacksburg-Christiansburg, VA",1073.5807264182,32.76554175377236,166785,5.22,155.35,2.191311257590993,144722,2.129689892199301,5.16,134.8,170282742.030641,399.91,0.8,289.49,0.8,140.04,0.48,24.34,0.17,50.91,0.28,215.29,0.37,10.99,18
14010,"Bloomington, IL",1183.2410125107,34.39827048720183,172578,5.24,145.85,2.163906433457751,141515,2.077731179652392,5.15,119.6,279502807.130361,277.72,0.85,210.75,0.77,71.8,0.44,17.47,0.14,233.37,0.52,322.64,0.25,5.91,31
14020,"Bloomington, IN",779.8123549359,27.92512049993518,167296,5.22,214.53,2.331488032760532,144697,2.268460958684802,5.16,185.55,172387359.28328198,358.21,0.8,326.15,0.73,111.71,0.62,13.37,0.08,88.06,0.2,213.15,0.57,7.79,21
14260,"Boise City, ID",11766.5275601016,108.4736261037751,710743,5.85,60.4,1.781036938621132,561639,1.678791434366244,5.75,47.73,696224632.516344,414.57,0.87,364.77,0.77,95.06,0.4,40.79,0.2,148.61,0.35,284.47,0.28,5.87,103
14460,"Boston-Cambridge-Newton, MA-NH",3486.081344031,59.04304653412627,4832346,6.68,1386.18,3.141819628494412,4040437,3.06409093019543,6.61,1159.02,5563773705.895789,312.24,0.82,255.77,0.72,82.45,0.35,48.95,0.18,165.49,0.39,296.88,0.23,6.16,643
14500,"Boulder, CO",726.3792469791,26.951423839550667,322510,5.51,444.0,2.64738297011462,271539,2.572674150739064,5.43,373.83,502854649.410915,358.76,0.88,291.17,0.73,92.19,0.48,28.13,0.16,164.71,0.41,285.03,0.31,7.33,51
14540,"Bowling Green, KY",1615.0248189504,40.18737138642437,174498,5.24,108.05,2.03362477121926,141718,1.943247125137862,5.15,87.75,280773306.730783,356.06,0.77,328.69,0.75,57.16,0.34,2.55,0.05,131.51,0.34,191.21,0.25,6.08,31
14860,"Bridgeport-Stamford-Norwalk, CT",624.9661815969,24.99932362278828,943926,5.97,1510.36,3.179080475358847,769609,3.090413256366991,5.89,1231.44,950673602.879918,324.94,0.93,252.62,0.86,91.36,0.39,49.75,0.18,109.04,0.27,250.15,0.29,7.99,110
15180,"Brownsville-Harlingen, TX",891.7052862861,29.86143476603393,421666,5.62,472.88,2.674750946340831,314707,2.547688576129021,5.5,352.93,515782240.84231,330.67,0.94,267.13,0.89,76.58,0.31,13.98,0.11,248.44,0.53,338.99,0.19,3.39,44
15380,"Buffalo-Cheektowaga, NY",1565.0749090548,39.561027654180066,1130175,6.05,722.12,2.858609373480157,942004,2.779517127872229,5.97,601.89,1194314638.161883,287.79,0.77,220.77,0.63,90.02,0.44,45.47,0.19,189.66,0.46,325.16,0.27,4.12,134
15500,"Burlington, NC",423.4496827275,20.57789305851063,163324,5.21,385.7,2.586249638866042,133298,2.498020927582199,5.12,314.79,487281391.972603,349.43,0.89,310.01,0.79,98.6,0.46,36.61,0.12,128.03,0.3,263.23,0.39,9.87,45
15540,"Burlington-South Burlington, VT",1249.7217024006,35.35140311784809,218784,5.34,175.07,2.24321173174476,184986,2.17032039987338,5.27,148.02,151427001.201684,294.48,0.66,291.99,0.66,22.28,0.1,9.63,0.11,161.46,0.31,193.37,0.09,0.89,21
15680,"California-Lexington Park, MD",358.6135174479,18.93709369063532,112290,5.05,313.12,2.495710808313926,89645,2.397905263723669,4.95,249.98,405110885.441642,228.16,0.65,199.61,0.6,80.67,0.27,39.5,0.16,158.21,0.37,278.38,0.15,2.11,24
15940,"Canton-Massillon, OH",969.8719729841999,31.142767587101183,399736,5.6,412.15,2.615055304179721,329369,2.530967681571915,5.52,339.6,757400642.143306,340.52,0.85,307.51,0.82,40.49,0.23,66.09,0.14,119.88,0.25,226.46,0.18,2.28,45
15980,"Cape Coral-Fort Myers, FL",781.0042645548,27.946453523744296,737468,5.87,944.26,2.975091592834296,628913,2.905936126745815,5.8,805.26,406716508.987811,241.28,0.67,220.36,0.65,49.89,0.27,65.04,0.23,169.63,0.29,284.56,0.21,4.51,49
16060,"Carbondale-Marion, IL",1347.5075312556,36.70841226824718,137573,5.14,102.09,2.008983203815472,114691,1.929980590515515,5.06,85.11,295879386.299547,367.09,0.88,273.79,0.74,117.6,0.47,64.88,0.3,147.41,0.28,329.89,0.37,5.45,24
16300,"Cedar Rapids, IA",2008.7679201875999,44.819280674589145,270056,5.43,134.44,2.12852850379744,218031,2.035589817243457,5.34,108.54,184194970.794117,359.01,0.9,318.62,0.81,63.93,0.24,62.93,0.25,120.16,0.29,247.03,0.17,6.36,38
16540,"Chambersburg-Waynesboro, PA",772.2947979747,27.790192478187336,154147,5.19,199.6,2.300160536951352,125668,2.211440935578669,5.1,162.72,340091787.926805,432.61,0.85,381.89,0.77,91.43,0.34,49.12,0.12,82.3,0.21,222.85,0.26,5.24,36
16580,"Champaign-Urbana, IL",1435.283842707,37.8851401304918,226323,5.35,157.69,2.19780415317341,190349,2.12260902357599,5.28,132.62,359406176.004618,280.88,0.82,164.01,0.62,119.34,0.41,22.16,0.1,251.24,0.63,392.74,0.27,5.51,35
16620,"Charleston, WV",2646.5581078794,51.444709231167785,264113,5.42,99.79,1.999087022625888,219104,1.917977882592908,5.34,82.79,279092440.420823,399.23,0.71,359.79,0.62,58.69,0.4,21.41,0.1,72.11,0.19,152.21,0.3,4.59,35
16700,"Charleston-North Charleston, SC",2590.1788739112,50.89379995550735,774508,5.89,299.02,2.475700237151028,631687,2.387176186349882,5.8,243.88,795475920.481017,366.13,0.82,320.38,0.74,91.48,0.33,48.51,0.22,135.55,0.31,275.54,0.25,7.05,117
16740,"Charlotte-Concord-Gastonia, NC-SC",5597.3814354315,74.81564966924701,2545560,6.41,454.78,2.657801357333581,2041855,2.562042924490959,6.31,364.79,2806337499.573064,310.0,0.82,243.92,0.74,93.41,0.42,39.81,0.2,195.04,0.45,328.26,0.3,5.6,292
16820,"Charlottesville, VA",1644.5175168708,40.55265116944637,215445,5.33,131.01,2.117304446641003,180751,2.041037207867028,5.26,109.91,362043795.164178,295.67,0.9,266.74,0.86,69.45,0.33,42.93,0.27,134.54,0.31,246.92,0.2,4.74,37
16860,"Chattanooga, TN-GA",2088.7816884363,45.703191228144014,556209,5.75,266.28,2.425338548279633,458617,2.341553222109577,5.66,219.56,553631216.749222,350.25,0.82,282.08,0.71,96.39,0.41,46.66,0.22,174.61,0.38,317.66,0.27,5.8,67
16980,"Chicago-Naperville-Elgin, IL-IN-WI",7194.7414349811,84.82182169100767,9508605,6.98,1321.6,3.121100029976307,7705088,3.029761084643937,6.89,1070.93,12488589537.727327,304.63,0.82,246.38,0.71,80.4,0.37,50.62,0.2,182.22,0.39,313.23,0.26,6.33,1162
17020,"Chico, CA",1636.4804862978,40.45343602585323,225817,5.35,137.99,2.139847614646311,188065,2.06039561731991,5.27,114.92,491456397.916468,250.67,0.73,232.15,0.69,41.39,0.29,20.04,0.13,145.26,0.4,206.69,0.17,1.64,43
17140,"Cincinnati, OH-KY-IN",4546.4227910244,67.4271665652977,2201741,6.34,484.28,2.685096533739927,1771146,2.590585505352096,6.25,389.57,2511803543.044932,299.49,0.79,235.92,0.69,91.71,0.36,24.33,0.16,188.59,0.39,304.63,0.27,6.01,243
17300,"Clarksville, TN-KY",2157.9470374176,46.45370854321106,299470,5.48,138.78,2.142326883154263,231646,2.030802048772268,5.36,107.35,373282752.764592,296.24,0.79,267.28,0.78,50.63,0.23,71.64,0.23,190.87,0.42,313.14,0.16,2.46,49
17420,"Cleveland, TN",763.3628895321,27.62902259458521,122563,5.09,160.56,2.205637359479429,100823,2.120837060254737,5.0,132.08,339668772.453924,397.73,0.88,302.6,0.79,131.06,0.51,51.29,0.3,91.29,0.39,273.65,0.38,8.07,23
17460,"Cleveland-Elyria, OH",1998.7647147467999,44.70754650779664,2056898,6.31,1029.08,3.012449137841196,1698617,2.929332058130864,6.23,849.83,2945935122.483555,315.2,0.8,274.26,0.73,65.18,0.34,40.96,0.17,194.75,0.41,300.88,0.21,4.29,257
17660,"Coeur d'Alene, ID",1237.7724525738,35.1819904578152,157322,5.2,127.1,2.104145550554008,127441,2.01266853389633,5.11,102.96,285940847.888279,487.61,0.95,436.43,0.88,137.88,0.66,37.89,0.23,159.84,0.48,335.61,0.34,7.05,31
17780,"College Station-Bryan, TX",2100.363528978,45.82972320424813,258029,5.41,122.85,2.0893751608161,212720,2.00552369267328,5.33,101.28,261267330.472941,255.47,0.83,204.93,0.73,73.14,0.46,38.9,0.12,183.84,0.48,295.89,0.32,7.31,24
17820,"Colorado Springs, CO",2683.4757176799,51.80227521721319,723498,5.86,269.61,2.430735996410303,578310,2.333467426905371,5.76,215.51,567950279.0193679,320.36,0.89,252.45,0.77,98.53,0.37,51.69,0.24,163.86,0.38,314.08,0.26,5.13,65
17900,"Columbia, SC",3703.0399907787,60.852608742589666,824278,5.92,222.59,2.347505649475902,673002,2.259450523716499,5.83,181.74,796828698.96863,347.26,0.8,288.13,0.74,85.82,0.4,27.5,0.21,135.35,0.31,248.67,0.27,9.06,117
17980,"Columbus, GA-AL",2786.0446737981,52.78299606689734,319402,5.5,114.64,2.059336177389288,255489,1.962369335670021,5.41,91.7,184743347.349381,215.04,0.57,165.25,0.44,82.23,0.24,13.05,0.06,177.84,0.37,273.12,0.21,2.86,30
18140,"Columbus, OH",4796.547230475,69.25710960237224,2077761,6.32,433.18,2.636668396960324,1666859,2.540967306429246,6.22,347.51,2353897965.11288,326.72,0.82,264.86,0.68,98.6,0.4,61.37,0.25,155.56,0.37,315.53,0.26,6.79,231
18580,"Corpus Christi, TX",1532.4927663474,39.14706587149796,428548,5.63,279.64,2.44659929345697,339490,2.345432547499147,5.53,221.53,364509222.567079,357.73,0.81,333.37,0.78,57.33,0.37,59.59,0.23,162.7,0.34,279.62,0.22,3.3,49
19100,"Dallas-Fort Worth-Arlington, TX",8675.100394389,93.14021899474469,7320663,6.86,843.87,2.926275547773541,5725775,2.819557095781318,6.76,660.02,8717372364.108566,325.22,0.83,270.82,0.74,80.23,0.37,35.59,0.18,168.06,0.39,283.88,0.25,4.74,797
19300,"Daphne-Fairhope-Foley, AL",1589.8270584339,39.87263545884445,212830,5.33,133.87,2.12668326338829,174821,2.041234731171431,5.24,109.96,361866663.330022,411.29,0.86,353.31,0.78,90.05,0.38,31.75,0.11,174.67,0.43,296.47,0.3,7.58,46
19340,"Davenport-Moline-Rock Island, IA-IL",2269.8807135147,47.64326514329911,381175,5.58,167.93,2.225128287982087,308409,2.13312357540262,5.49,135.87,438102850.037283,377.12,0.79,295.39,0.65,117.5,0.5,30.91,0.18,176.63,0.4,325.05,0.32,9.84,53
19660,"Deltona-Daytona Beach-Ormond Beach, FL",1587.5042341158,39.84349676064841,646288,5.81,407.11,2.609711770253337,552718,2.541791347494252,5.74,348.17,854189834.34334,282.42,0.86,215.67,0.74,82.68,0.35,47.11,0.18,97.53,0.25,227.32,0.27,6.05,74
19740,"Denver-Aurora-Lakewood, CO",8344.6592792706,91.34910661451813,2892066,6.46,346.58,2.539803497384677,2342726,2.448319764933495,6.37,280.75,3371794617.369166,288.94,0.75,240.84,0.65,73.33,0.3,42.26,0.18,202.81,0.44,318.4,0.2,5.09,335
19780,"Des Moines-West Des Moines, IA",3612.3498772218,60.10282753100556,680439,5.83,188.36,2.274988681770685,536681,2.171931123355967,5.73,148.57,908027680.36908,360.17,0.87,294.69,0.79,96.87,0.42,35.77,0.15,162.78,0.47,295.42,0.31,6.3,120
19820,"Detroit-Warren-Dearborn, MI",3892.2137765081998,62.3876091584555,4317848,6.64,1109.36,3.045072502544747,3531037,2.957707828719117,6.55,907.21,5116362988.499377,323.11,0.82,250.73,0.73,97.23,0.36,56.27,0.2,139.8,0.35,293.3,0.27,5.92,535
20100,"Dover, DE",586.0577517795,24.208629696442962,176699,5.25,301.5,2.47928731647617,142783,2.386730765209831,5.15,243.63,213190290.186721,332.06,0.96,267.91,0.9,83.65,0.28,26.42,0.17,89.06,0.25,199.13,0.2,6.14,22
20500,"Durham-Chapel Hill, NC",2290.0805998785,47.85478659317686,626695,5.8,273.66,2.437211322624582,518781,2.355125724987688,5.71,226.53,758757051.6904761,272.16,0.88,208.52,0.73,73.72,0.43,30.09,0.15,112.59,0.31,216.4,0.34,6.91,80
20700,"East Stroudsburg, PA",608.3534244645,24.66482159806756,168032,5.23,276.21,2.441239397871148,141774,2.367449107268604,5.15,233.05,372224220.655955,255.21,0.74,169.86,0.66,104.92,0.26,78.03,0.18,199.63,0.37,382.58,0.18,7.95,37
21140,"Elkhart-Goshen, IN",463.1579275752,21.52110423689268,204558,5.31,441.66,2.645088068115283,157333,2.531095546870028,5.2,339.7,421625612.075071,330.59,0.84,309.57,0.77,50.93,0.39,27.05,0.21,107.1,0.34,185.08,0.28,4.83,45
21340,"El Paso, TX",5583.7279324826995,74.72434631686448,840477,5.92,150.52,2.177594209647827,648990,2.065318237803737,5.81,116.23,898642255.454576,336.2,0.84,244.91,0.68,117.92,0.45,40.74,0.16,86.97,0.22,245.63,0.36,6.29,106
21500,"Erie, PA",798.9083678862,28.26496714815356,273835,5.44,342.76,2.534990134158752,225437,2.450526229129723,5.35,282.18,407219070.250597,275.08,0.96,196.51,0.73,105.84,0.49,27.55,0.15,163.84,0.46,297.23,0.3,6.89,31
21660,"Eugene-Springfield, OR",4554.0657339606,67.48381831195238,373340,5.57,81.98,1.913707913980483,316180,1.841547165256553,5.5,69.43,486869840.729802,310.47,0.72,272.93,0.66,57.46,0.28,44.04,0.18,181.9,0.4,283.41,0.17,3.65,69
21780,"Evansville, IN-KY",1463.9473592172,38.261565038785335,314960,5.5,215.14,2.332721164289127,256527,2.243608460959357,5.41,175.23,313038678.890247,410.48,0.86,347.23,0.79,120.93,0.42,35.06,0.14,174.36,0.35,330.36,0.32,6.86,45
22020,"Fargo, ND-MN",2810.0947014855,53.01032636652504,240421,5.38,85.56,1.93227077589949,193374,1.837651557846393,5.29,68.81,257017507.264126,251.56,0.7,148.34,0.49,120.27,0.41,60.96,0.21,200.54,0.44,381.77,0.29,3.85,35
22140,"Farmington, NM",5517.200359242,74.27785914552196,126515,5.1,22.93,1.360404054729939,98229,1.250420002308894,4.99,17.8,156600311.96284398,221.4,0.69,163.4,0.68,123.41,0.48,16.92,0.11,124.95,0.22,265.28,0.46,5.09,16
22180,"Fayetteville, NC",1637.6334295464,40.46768376799443,519101,5.72,316.98,2.501031861070583,407179,2.39557099712082,5.61,248.64,557966692.799258,337.09,0.85,159.44,0.47,191.66,0.59,51.24,0.29,230.49,0.56,473.38,0.4,5.55,54
22220,"Fayetteville-Springdale-Rogers, AR",2623.4046538128,51.21918247895802,514259,5.71,196.03,2.292322539914915,404442,2.187999872404836,5.61,154.17,515085746.977571,352.29,0.8,269.57,0.64,101.15,0.39,60.22,0.19,151.75,0.36,313.12,0.27,4.52,71
22420,"Flint, MI",636.9382414395,25.237635416962103,407875,5.61,640.37,2.806430977932397,331786,2.716762694739537,5.52,520.91,469573787.738296,305.52,0.7,242.27,0.62,77.94,0.31,37.86,0.21,128.51,0.29,244.31,0.24,3.14,51
22500,"Florence, SC",1361.0861817696,36.89290150922803,205502,5.31,150.98,2.178919421035465,165819,2.085754244209699,5.22,121.83,114691675.357977,323.94,0.66,214.01,0.53,119.26,0.17,1.8,0.03,201.45,0.34,322.51,0.17,12.28,20
22520,"Florence-Muscle Shoals, AL",1260.9604954089,35.51000556757067,147327,5.17,116.84,2.067591548301512,122802,1.988514365833666,5.09,97.39,402787585.43164,325.81,0.72,198.25,0.52,174.77,0.51,21.23,0.09,226.85,0.51,422.86,0.37,3.44,35
